date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-01 00:00:00,1.267238023061198,4.994416024465483,186.5
2011-01-01 01:00:00,1.4816154662252359,7.11087428191554,207.92499794006346
2011-01-01 02:00:00,1.4530785233166457,7.541381295685447,154.12799942016602
2011-01-01 03:00:00,1.641775464696998,7.8835987595865,153.9029995727539
2011-01-01 04:00:00,1.0205567448649724,6.15924643926684,116.6509998703003
2011-01-01 05:00:00,1.0770150368142954,4.640100849736435,105.89499988555909
2011-01-01 06:00:00,0.9070865982029026,4.408840466018108,107.26899971008301
2011-01-01 07:00:00,0.9823754994786099,4.4274801315878,98.94600013732911
2011-01-01 08:00:00,1.1109609210278488,3.691547424219884,93.14900035858155
2011-01-01 09:00:00,1.0404647769972362,2.937442441400467,89.60500022888183
2011-01-01 10:00:00,1.409053224095375,4.905949018134143,109.10399978637696
2011-01-01 11:00:00,1.348021865108677,4.743032230949868,116.08699981689453
2011-01-01 12:00:00,1.700791049482466,7.683592922841029,137.01499931335448
2011-01-01 13:00:00,2.210793120282574,10.246055284893785,165.7459994506836
2011-01-01 14:00:00,1.8134688703079418,10.096940996470162,148.50799926757813
2011-01-01 15:00:00,1.4912162416700452,7.266404618618576,132.88499965667725
2011-01-01 16:00:00,1.9814735217829966,9.392271274498691,146.92199851989747
2011-01-01 17:00:00,2.3749140190552054,10.79147147779725,188.6720001220703
2011-01-01 18:00:00,4.677255310296843,16.552600923352745,317.86399810791016
2011-01-01 19:00:00,3.2211283222461176,12.660668534562385,270.8120001220703
2011-01-01 20:00:00,1.8928461653289157,7.580914548835221,189.59999980926514
2011-01-01 21:00:00,2.0101002600321833,8.85783077433927,157.76299919128417
2011-01-01 22:00:00,1.7022785277566785,6.837205244860038,142.23999977111816
2011-01-01 23:00:00,1.6994327595222836,5.347043273772013,144.58299964904785
2011-01-02 00:00:00,1.6669523620183124,5.463597763898509,140.9819997406006
2011-01-02 01:00:00,1.5518430461787778,4.524253777328924,119.53999992370605
2011-01-02 02:00:00,1.231913347284933,3.271202137024684,98.44299991607666
2011-01-02 03:00:00,1.441781039675318,4.327005909319273,89.59499996185303
2011-01-02 04:00:00,1.172792846332662,3.896676222834153,81.36500049591065
2011-01-02 05:00:00,0.9351656606759925,3.526449603190422,77.12400104522705
2011-01-02 06:00:00,0.8472338209074858,2.8333536875918246,76.40600067138672
2011-01-02 07:00:00,1.0042549019878426,3.038059448777211,82.3100011062622
2011-01-02 08:00:00,1.0749639560765254,2.9860814810641707,81.02000080108643
2011-01-02 09:00:00,1.530969888586826,4.652893947016298,101.86499982833863
2011-01-02 10:00:00,1.5645689857662162,4.746973588703161,106.94300003051758
2011-01-02 11:00:00,1.6660455288991247,7.352413948547159,130.08699943542481
2011-01-02 12:00:00,1.7791554220275316,8.196630417805135,136.4559994506836
2011-01-02 13:00:00,1.9886571939563313,9.368935421866187,159.88200042724608
2011-01-02 14:00:00,1.954713312786537,8.66704245708944,147.63600036621094
2011-01-02 15:00:00,1.67693833392648,6.782608011042678,128.2029998397827
